Civilité;Nom;Prénom;Mandat;Circonscription;Département;Candidat;"Date de publication"
M.;TALLOTTE;Claude;Maire;Battexey;Vosges;"DUPONT-AIGNAN Nicolas";10/02/2022
Mme;SUREAU;Martine;"Conseillère départementale";;Essonne;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;BOCHET;Patrick;Maire;Quincy-sous-le-Mont;Aisne;"EGGER Clara";10/02/2022
M.;BOUCHAUD;Guy;Maire;Saint-Mesmin;Dordogne;"FESSARD DE FOUCAULT Bertrand";10/02/2022
M.;BATHELLIER;Nicolas;Maire;Sains;Ille-et-Vilaine;"FORTANÉ Jean-Marc";10/02/2022
Mme;"BLATRIX CONTAT";Florence;Sénatrice;;Ain;"HIDALGO Anne";10/02/2022
Mme;BASTIDE;Bérengère;Maire;Chambonas;Ardèche;"HIDALGO Anne";10/02/2022
M.;BROSSE;Gérard;Maire;Dunière-sur-Eyrieux;Ardèche;"HIDALGO Anne";10/02/2022
M.;BOY;Francis;Maire;Saint-Ybars;Ariège;"HIDALGO Anne";10/02/2022
Mme;CANAL;Nathalie;"Conseillère départementale";;Ariège;"HIDALGO Anne";10/02/2022
M.;COUMES;Raymond;Maire;Mercenac;Ariège;"HIDALGO Anne";10/02/2022
Mme;DESCUNS;Lyliane;Maire;Méras;Ariège;"HIDALGO Anne";10/02/2022
M.;GONCALVES;Joseph;Maire;Bompas;Ariège;"HIDALGO Anne";10/02/2022
M.;NAUDY;Alain;"Président d'un EPCI à fiscalité propre";"CC de la Haute Ariège";Ariège;"HIDALGO Anne";10/02/2022
M.;PANIFOUS;Laurent;"Président d'un EPCI à fiscalité propre";"CC Arize Lèze";Ariège;"HIDALGO Anne";10/02/2022
M.;ROSSI;Jean-Louis;Maire;Saint-Jean-d'Aigues-Vives;Ariège;"HIDALGO Anne";10/02/2022
Mme;ROUGE;Mariette;Maire;Esclagne;Ariège;"HIDALGO Anne";10/02/2022
M.;SICRE;Jean-Pierre;Maire;Mérens-les-Vals;Ariège;"HIDALGO Anne";10/02/2022
M.;BANQUET;Regis;Maire;Alzonne;Aude;"HIDALGO Anne";10/02/2022
Mme;BOURREL;Marie-Christine;"Conseillère départementale";;Aude;"HIDALGO Anne";10/02/2022
Mme;CHERRIER;Muriel;"Conseillère départementale";;Aude;"HIDALGO Anne";10/02/2022
M.;HORTALA;Jacques;Maire;Couiza;Aude;"HIDALGO Anne";10/02/2022
Mme;RIVIERE;Marilyse;Maire;Tournissan;Aude;"HIDALGO Anne";10/02/2022
M.;SIRE;Louis;Maire;Saint-Just-et-le-Bézu;Aude;"HIDALGO Anne";10/02/2022
Mme;DUMONT;Laurence;Députée;"2ème circonscription";Calvados;"HIDALGO Anne";10/02/2022
M.;POINT;Fabrice;"Conseiller départemental";;Charente;"HIDALGO Anne";10/02/2022
M.;DEMESTER;Vincent;Maire;Saint-Vivien;Charente-Maritime;"HIDALGO Anne";10/02/2022
M.;DURRAT-SPRINGER;Jean-Claude;Maire;Colombiers;Charente-Maritime;"HIDALGO Anne";10/02/2022
M.;NAUCHE;Philippe;"Conseiller régional";Nouvelle-Aquitaine;Corrèze;"HIDALGO Anne";10/02/2022
Mme;TROYA;Sonia;"Conseillère départementale";;Corrèze;"HIDALGO Anne";10/02/2022
M.;BECQUET;Alain;Maire;Seurre;Côte-d'Or;"HIDALGO Anne";10/02/2022
M.;FALCONNET;Thierry;Maire;Chenôve;Côte-d'Or;"HIDALGO Anne";10/02/2022
M.;BURLOT;Gilbert;Maire;Senven-Léhart;Côtes-d'Armor;"HIDALGO Anne";10/02/2022
M.;"LE MEAUX";Vincent;Maire;Plouëc-du-Trieux;Côtes-d'Armor;"HIDALGO Anne";10/02/2022
Mme;NIQUE;Gaëlle;"Conseillère régionale";Bretagne;Côtes-d'Armor;"HIDALGO Anne";10/02/2022
Mme;LAPORTE;Martine;Maire;Vidaillat;Creuse;"HIDALGO Anne";10/02/2022
M.;LOZACH;Jean-Jacques;Sénateur;;Creuse;"HIDALGO Anne";10/02/2022
M.;TEILLAC;Christian;"Conseiller départemental";;Dordogne;"HIDALGO Anne";10/02/2022
Mme;VOLPATO;Mireille;"Conseillère départementale";;Dordogne;"HIDALGO Anne";10/02/2022
M.;JOUVET;Pierre;Maire;Saint-Vallier;Drôme;"HIDALGO Anne";10/02/2022
M.;MATHERON;Alain;"Président d'un EPCI à fiscalité propre";"CC du Diois";Drôme;"HIDALGO Anne";10/02/2022
Mme;MONIER;Marie-Pierre;Sénatrice;;Drôme;"HIDALGO Anne";10/02/2022
Mme;MARECHAL;Anne;"Conseillère départementale";;Finistère;"HIDALGO Anne";10/02/2022
M.;TRABELSI;Hosny;"Conseiller départemental";;Finistère;"HIDALGO Anne";10/02/2022
M.;VERMOT;Jean-Paul;Maire;Morlaix;Finistère;"HIDALGO Anne";10/02/2022
M.;BASCLE;Charles;Maire;Aiguèze;Gard;"HIDALGO Anne";10/02/2022
Mme;LAURENT;Stéphanie;Maire;Savignargues;Gard;"HIDALGO Anne";10/02/2022
M.;AVIRAGNET;Joël;Député;"8ème circonscription";Haute-Garonne;"HIDALGO Anne";10/02/2022
M.;BRIANCON;Philippe;"Conseiller régional";Occitanie;Haute-Garonne;"HIDALGO Anne";10/02/2022
M.;FARRE;Régis;Maire;Saint-Lary-Boujean;Haute-Garonne;"HIDALGO Anne";10/02/2022
Mme;GEIL-GOMEZ;Sabine;"Conseillère départementale";;Haute-Garonne;"HIDALGO Anne";10/02/2022
M.;GRYCZA;Daniel;Maire;Peyssies;Haute-Garonne;"HIDALGO Anne";10/02/2022
M.;GUAUS;Francis;Maire;Binos;Haute-Garonne;"HIDALGO Anne";10/02/2022
M.;HAMAMI;Mohamed;"Conseiller régional";Occitanie;Haute-Garonne;"HIDALGO Anne";10/02/2022
M.;OBERTI;Jacques;Maire;Ayguesvives;Haute-Garonne;"HIDALGO Anne";10/02/2022
M.;PARÉDÉ;Daniel;Maire;Beaufort;Haute-Garonne;"HIDALGO Anne";10/02/2022
M.;PEREMIQUEL;Mathieu;Maire;Eup;Haute-Garonne;"HIDALGO Anne";10/02/2022
Mme;ROQUABERT;Pierrette;Maire;Sana;Haute-Garonne;"HIDALGO Anne";10/02/2022
M.;ROUGÉ;Michel;Maire;Launaguet;Haute-Garonne;"HIDALGO Anne";10/02/2022
Mme;SEGARD;Brigitte;Maire;Soueich;Haute-Garonne;"HIDALGO Anne";10/02/2022
Mme;SIMPSON;Sylvie;Maire;Arbas;Haute-Garonne;"HIDALGO Anne";10/02/2022
Mme;TEMPESTA;Marie-Caroline;"Conseillère régionale";Occitanie;Haute-Garonne;"HIDALGO Anne";10/02/2022
Mme;TRAVAL-MICHELET;Karine;Maire;Colomiers;Haute-Garonne;"HIDALGO Anne";10/02/2022
M.;PAQUIN;Frédéric;Maire;Beaupuy;Gers;"HIDALGO Anne";10/02/2022
Mme;JARDINÉ;Martine;"Conseillère départementale";;Gironde;"HIDALGO Anne";10/02/2022
Mme;JEANSON;Françoise;"Conseillère régionale";Nouvelle-Aquitaine;Gironde;"HIDALGO Anne";10/02/2022
Mme;PIQUEMAL;Sophie;"Conseillère départementale";;Gironde;"HIDALGO Anne";10/02/2022
Mme;RECALDE;Marie;"Conseillère départementale";;Gironde;"HIDALGO Anne";10/02/2022
Mme;REGIMON;Myriam;Maire;Soussac;Gironde;"HIDALGO Anne";10/02/2022
M.;BADENAS;Jean-Noël;Maire;Puisserguier;Hérault;"HIDALGO Anne";10/02/2022
M.;BARSSE;Francis;Maire;Bédarieux;Hérault;"HIDALGO Anne";10/02/2022
M.;DENAJA;Sébastien;"Conseiller régional";Occitanie;Hérault;"HIDALGO Anne";10/02/2022
M.;GÉLY;Jean-Louis;"Conseiller départemental";;Hérault;"HIDALGO Anne";10/02/2022
M.;LOPEZ;Jérôme;Maire;Saint-Mathieu-de-Tréviers;Hérault;"HIDALGO Anne";10/02/2022
Mme;COURTEILLE;Anne-Françoise;"Conseillère départementale";;Ille-et-Vilaine;"HIDALGO Anne";10/02/2022
Mme;GAY;Catherine;"Conseillère régionale";"Centre-Val De Loire";Indre-et-Loire;"HIDALGO Anne";10/02/2022
M.;LORIMIER;Philippe;Maire;Crolles;Isère;"HIDALGO Anne";10/02/2022
M.;BORCARD;Claude;"Président d'un EPCI à fiscalité propre";"CA ECLA  (Espace Communautaire Lons Agglomération)";Jura;"HIDALGO Anne";10/02/2022
M.;BERGERAS;Alain;Maire;Saugnac-et-Cambran;Landes;"HIDALGO Anne";10/02/2022
Mme;BERGEROO;Sylvie;"Conseillère départementale";;Landes;"HIDALGO Anne";10/02/2022
M.;COUTIERE;Dominique;"Conseiller départemental";;Landes;"HIDALGO Anne";10/02/2022
M.;LABADIE;Bernard;Maire;Eyres-Moncube;Landes;"HIDALGO Anne";10/02/2022
M.;LAGRAVE;Renaud;"Conseiller régional";Nouvelle-Aquitaine;Landes;"HIDALGO Anne";10/02/2022
M.;"LE BAIL";Gérard;Maire;Narrosse;Landes;"HIDALGO Anne";10/02/2022
M.;POMAREZ;Serge;Maire;Heugas;Landes;"HIDALGO Anne";10/02/2022
M.;SORE;Serge;Maire;Luxey;Landes;"HIDALGO Anne";10/02/2022
M.;VALLAUD;Boris;Député;"3ème circonscription";Landes;"HIDALGO Anne";10/02/2022
M.;TISSOT;Jean-Claude;Sénateur;;Loire;"HIDALGO Anne";10/02/2022
Mme;BERTU;Mahaut;"Conseillère régionale";"Pays De La Loire";Loire-Atlantique;"HIDALGO Anne";10/02/2022
M.;PRAS;Pascal;Maire;Saint-Jean-de-Boiseau;Loire-Atlantique;"HIDALGO Anne";10/02/2022
Mme;SLIMANI;Vanessa;Maire;Saint-Jean-de-Braye;Loiret;"HIDALGO Anne";10/02/2022
M.;SUEUR;Jean-Pierre;Sénateur;;Loiret;"HIDALGO Anne";10/02/2022
Mme;PREVILLE;Angèle;Sénatrice;;Lot;"HIDALGO Anne";10/02/2022
M.;DÉZALOS;Christian;"Conseiller départemental";;Lot-et-Garonne;"HIDALGO Anne";10/02/2022
M.;MOLIERAC;Guillaume;Maire;Villeréal;Lot-et-Garonne;"HIDALGO Anne";10/02/2022
M.;BRUN;Jean-Louis;Maire;Naussac-Fontanes;Lozère;"HIDALGO Anne";10/02/2022
M.;LÉVÊQUE;Dominique;Maire;Aÿ-Champagne;Marne;"HIDALGO Anne";10/02/2022
M.;NAMUR;Rudy;"Conseiller départemental";;Marne;"HIDALGO Anne";10/02/2022
M.;GAROT;Guillaume;Député;"1ère circonscription";Mayenne;"HIDALGO Anne";10/02/2022
M.;ADAM;Lionel;"Conseiller départemental";;Meurthe-et-Moselle;"HIDALGO Anne";10/02/2022
Mme;AMAH;Marie-José;"Conseillère départementale";;Meurthe-et-Moselle;"HIDALGO Anne";10/02/2022
Mme;BARREAU;Jennifer;"Conseillère départementale";;Meurthe-et-Moselle;"HIDALGO Anne";10/02/2022
M.;FORGET;Christian;Maire;Azelot;Meurthe-et-Moselle;"HIDALGO Anne";10/02/2022
M.;MASSON;Bertrand;"Conseiller régional";"Grand Est";Meurthe-et-Moselle;"HIDALGO Anne";10/02/2022
Mme;GRETZ;Dominique;"Conseillère départementale";;Meuse;"HIDALGO Anne";10/02/2022
M.;BERGER;Roger;Maire;Mittelbronn;Moselle;"HIDALGO Anne";10/02/2022
M.;BOUJLILAT;Hicham;"Conseiller régional";Bourgogne-Franche-Comté;Nièvre;"HIDALGO Anne";10/02/2022
M.;NICARD;René;Maire;Beaumont-la-Ferrière;Nièvre;"HIDALGO Anne";10/02/2022
Mme;SADOUNE;Samia;"Conseillère régionale";Hauts-De-France;Pas-de-Calais;"HIDALGO Anne";10/02/2022
Mme;DERVILLE;Sandrine;"Conseillère régionale";Nouvelle-Aquitaine;Pyrénées-Atlantiques;"HIDALGO Anne";10/02/2022
M.;BOUBÉE;Yannick;Maire;Aureilhan;Hautes-Pyrénées;"HIDALGO Anne";10/02/2022
M.;BARAILLE;Julien;"Conseiller régional";Occitanie;Pyrénées-Orientales;"HIDALGO Anne";10/02/2022
Mme;CABRERA;Marie;Maire;Bages;Pyrénées-Orientales;"HIDALGO Anne";10/02/2022
Mme;MALHERBE;Hermeline;"Conseillère départementale";;Pyrénées-Orientales;"HIDALGO Anne";10/02/2022
Mme;LECERF;Muriel;"Conseillère métropolitaine de Lyon";;Rhône;"HIDALGO Anne";10/02/2022
M.;LUARD;Jean-Paul;Maire;"Les Bizots";Saône-et-Loire;"HIDALGO Anne";10/02/2022
Mme;COZIC-GUILLAUME;Isabelle;"Conseillère départementale";;Sarthe;"HIDALGO Anne";10/02/2022
M.;PAUCHET;Gaëtan;"Conseiller départemental";;Savoie;"HIDALGO Anne";10/02/2022
M.;DUPESSEY;Christian;Maire;Annemasse;Haute-Savoie;"HIDALGO Anne";10/02/2022
M.;MATHELIER;Guillaume;Maire;Ambilly;Haute-Savoie;"HIDALGO Anne";10/02/2022
M.;BRUMENT;Antoine;Maire;Martigny;Seine-Maritime;"HIDALGO Anne";10/02/2022
M.;LESEUL;Gérard;Député;"5ème circonscription";Seine-Maritime;"HIDALGO Anne";10/02/2022
M.;BISSON;Michel;Maire;Lieusaint;Seine-et-Marne;"HIDALGO Anne";10/02/2022
M.;BONNET;François;Maire;Saint-Hilaire-la-Palud;Deux-Sèvres;"HIDALGO Anne";10/02/2022
M.;FERREIRA;Stéphane;"Maire délégué d'une commune associée ou d'une commune déléguée";"Les Châteliers";Deux-Sèvres;"HIDALGO Anne";10/02/2022
Mme;SOLIMAN;Sandrine;"Conseillère régionale";Occitanie;Tarn;"HIDALGO Anne";10/02/2022
Mme;BOURDONCLE;Cathie;"Conseillère départementale";;Tarn-et-Garonne;"HIDALGO Anne";10/02/2022
M.;DEVARISSIAS;Philippe;Maire;Janailhac;Haute-Vienne;"HIDALGO Anne";10/02/2022
M.;DIDIERRE;Jean-Gérard;Maire;"La Croisille-sur-Briance";Haute-Vienne;"HIDALGO Anne";10/02/2022
Mme;GUILHAT-BARRET;Véronique;"Conseillère départementale";;Haute-Vienne;"HIDALGO Anne";10/02/2022
M.;MARCELLAUD;Didier;Maire;Saint-Jean-Ligoure;Haute-Vienne;"HIDALGO Anne";10/02/2022
Mme;MORIZIO;Annick;"Conseillère départementale";;Haute-Vienne;"HIDALGO Anne";10/02/2022
Mme;TLEMSANI;Chérifa;"Conseillère départementale";;Haute-Vienne;"HIDALGO Anne";10/02/2022
M.;BOURREAU;Dominique;Maire;Villeneuve-la-Guyard;Yonne;"HIDALGO Anne";10/02/2022
M.;ROS;David;"Conseiller départemental";;Essonne;"HIDALGO Anne";10/02/2022
M.;BENHAROUS;Lionel;Maire;"Les Lilas";Seine-Saint-Denis;"HIDALGO Anne";10/02/2022
M.;KERN;Bertrand;Maire;Pantin;Seine-Saint-Denis;"HIDALGO Anne";10/02/2022
M.;PELISSOLO;Antoine;"Conseiller départemental";;Val-de-Marne;"HIDALGO Anne";10/02/2022
Mme;METREF;Nadia;"Conseillère départementale";;Val-d'Oise;"HIDALGO Anne";10/02/2022
M.;GUILLAUME;Bernard;"Conseiller régional";Guadeloupe;Guadeloupe;"HIDALGO Anne";10/02/2022
Mme;JASMIN;Victoire;Sénatrice;;Guadeloupe;"HIDALGO Anne";10/02/2022
Mme;CONWAY-MOURET;Hélène;Sénatrice;;"Français de l'étranger";"HIDALGO Anne";10/02/2022
M.;ANDRIEU;Éric;"Représentant français au Parlement européen";;"Parlement européen";"HIDALGO Anne";10/02/2022
M.;VERNAY;Paul;Maire;Pérouges;Ain;"JADOT Yannick";10/02/2022
M.;LEVEQUE;Philippe;Maire;Montgru-Saint-Hilaire;Aisne;"JADOT Yannick";10/02/2022
M.;PARENT;Christophe;Maire;Montigny-en-Arrouaise;Aisne;"JADOT Yannick";10/02/2022
M.;PANCIATICI;Mathieu;"Conseiller départemental";;Alpes-Maritimes;"JADOT Yannick";10/02/2022
Mme;CHALAVOUX;Joëlle;"Conseillère départementale";;Aude;"JADOT Yannick";10/02/2022
M.;VERET;Jean-Luc;Maire;Ver-sur-Mer;Calvados;"JADOT Yannick";10/02/2022
Mme;COLONNA-PAN;Gisèle;Maire;Osani;Corse-du-Sud;"JADOT Yannick";10/02/2022
M.;BÉRAUD;Eric;Maire;Lusigny-sur-Ouche;Côte-d'Or;"JADOT Yannick";10/02/2022
Mme;VIGNOT;Anne;Maire;Besançon;Doubs;"JADOT Yannick";10/02/2022
Mme;SIMIAN;Fabienne;Maire;Eyzahut;Drôme;"JADOT Yannick";10/02/2022
M.;ARCANGELI;François;"Président d'un EPCI à fiscalité propre";"CC Cagire Garonne Salat";Haute-Garonne;"JADOT Yannick";10/02/2022
M.;DOSTES;Romain;"Conseiller départemental";;Gironde;"JADOT Yannick";10/02/2022
M.;CRISTOL;Sebastien;"Conseiller départemental";;Hérault;"JADOT Yannick";10/02/2022
Mme;MARKOVIC;Jacqueline;"Conseillère départementale";;Hérault;"JADOT Yannick";10/02/2022
M.;DÉNÈS;Olwen;"Conseiller départemental";;Ille-et-Vilaine;"JADOT Yannick";10/02/2022
Mme;DESMARES-POIRRIER;Claire;"Conseillère régionale";Bretagne;Ille-et-Vilaine;"JADOT Yannick";10/02/2022
Mme;QUILAN;Sylvie;"Conseillère départementale";;Ille-et-Vilaine;"JADOT Yannick";10/02/2022
Mme;LAHOREAU;Gaelle;"Conseillère régionale";"Centre-Val De Loire";Indre-et-Loire;"JADOT Yannick";10/02/2022
M.;BLANDIN;Patrick;Maire;Saint-Clair-de-la-Tour;Isère;"JADOT Yannick";10/02/2022
M.;AYMONIER;Gaëtan;Maire;Saint-Maur;Jura;"JADOT Yannick";10/02/2022
M.;BARBARIN;André;Maire;Montmorot;Jura;"JADOT Yannick";10/02/2022
M.;DAUNE;Martin;Maire;Montmirey-le-Château;Jura;"JADOT Yannick";10/02/2022
M.;GIMBERT;Philippe;Maire;"La Barre";Jura;"JADOT Yannick";10/02/2022
M.;JUANICO;Régis;Député;"1ère circonscription";Loire;"JADOT Yannick";10/02/2022
Mme;TELLIER;Christine;"Conseillère départementale";;Loiret;"JADOT Yannick";10/02/2022
Mme;RICHARD;Elsa;"Conseillère régionale";"Pays De La Loire";Maine-et-Loire;"JADOT Yannick";10/02/2022
Mme;PERARD;Ludivine;"Conseillère régionale";"Grand Est";Marne;"JADOT Yannick";10/02/2022
M.;LEQUIEN;Pierre;Maire;Widehem;Pas-de-Calais;"JADOT Yannick";10/02/2022
M.;COURTADON;Gérald;"Conseiller départemental";;Puy-de-Dôme;"JADOT Yannick";10/02/2022
Mme;HAAG;Laure;"Conseillère régionale";"Grand Est";Bas-Rhin;"JADOT Yannick";10/02/2022
M.;SCHNEIDER;François;Maire;Cosswiller;Bas-Rhin;"JADOT Yannick";10/02/2022
M.;BADOUARD;Benjamin;"Conseiller métropolitain de Lyon";;Rhône;"JADOT Yannick";10/02/2022
M.;BAGNON;Fabien;"Conseiller métropolitain de Lyon";;Rhône;"JADOT Yannick";10/02/2022
Mme;DUBOT;Fanny;"Maire d'arrondissement";;Rhône;"JADOT Yannick";10/02/2022
Mme;ETIENNE;Christine;"Conseillère métropolitaine de Lyon";;Rhône;"JADOT Yannick";10/02/2022
M.;GODINOT;Sylvain;"Conseiller métropolitain de Lyon";;Rhône;"JADOT Yannick";10/02/2022
Mme;GROSPERRIN;Anne;"Conseillère métropolitaine de Lyon";;Rhône;"JADOT Yannick";10/02/2022
Mme;GUERIN;Monique;"Conseillère métropolitaine de Lyon";;Rhône;"JADOT Yannick";10/02/2022
Mme;KHELIFI;Zemorda;"Conseillère métropolitaine de Lyon";;Rhône;"JADOT Yannick";10/02/2022
M.;PORTIER;Elie;"Conseiller métropolitain de Lyon";;Rhône;"JADOT Yannick";10/02/2022
M.;CLAUDEL;Christian;Maire;Vouhenans;Haute-Saône;"JADOT Yannick";10/02/2022
M.;MUSSARD;Anthony;Maire;Loué;Sarthe;"JADOT Yannick";10/02/2022
M.;ASTORG;François;Maire;Annecy;Haute-Savoie;"JADOT Yannick";10/02/2022
Mme;PETIT;Carine;"Maire d'arrondissement";;Paris;"JADOT Yannick";10/02/2022
Mme;TONOLLI;Mélody;"Conseillère de Paris";;Paris;"JADOT Yannick";10/02/2022
Mme;MARTIN;Benedicte;"Conseillère régionale";Normandie;Seine-Maritime;"JADOT Yannick";10/02/2022
M.;BAUDRY;Stéphane;Maire;Saint-Maixent-l'École;Deux-Sèvres;"JADOT Yannick";10/02/2022
M.;D'ARAUJO;Olivier;Maire;Prin-Deyrançon;Deux-Sèvres;"JADOT Yannick";10/02/2022
M.;GUÉRINEAU;Louis-Marie;Maire;Saurais;Deux-Sèvres;"JADOT Yannick";10/02/2022
Mme;LOUARD;Léa;"Conseillère départementale";;Vaucluse;"JADOT Yannick";10/02/2022
M.;FORMET;Emmanuel;Maire;Danjoutin;"Territoire de Belfort";"JADOT Yannick";10/02/2022
M.;VILLANI;Cédric;Député;"5ème circonscription";Essonne;"JADOT Yannick";10/02/2022
Mme;NENNER;Charlotte;"Conseillère régionale";Île-De-France;Hauts-de-Seine;"JADOT Yannick";10/02/2022
Mme;AZOUG;Nadia;"Conseillère départementale";;Seine-Saint-Denis;"JADOT Yannick";10/02/2022
Mme;LECLERC;Audrey;"Conseillère à l'Assemblée des Français de l'étranger";"Allemagne, Autriche, Slovaquie, Slovénie, Suisse";"Français de l'étranger";"JADOT Yannick";10/02/2022
M.;MAIGNÉ;Stéphan;"Président du conseil consulaire";"Allemagne - 1re circonscription";"Français de l'étranger";"JADOT Yannick";10/02/2022
M.;BITEAU;Benoît;"Représentant français au Parlement européen";;"Parlement européen";"JADOT Yannick";10/02/2022
Mme;LEVEQUE;Jacqueline;Maire;Villemontoire;Aisne;"KAZIB Anasse";10/02/2022
M.;PUCHOIS;François;Maire;Trucy;Aisne;"KAZIB Anasse";10/02/2022
M.;COLCY;Michel;Maire;Anchamps;Ardennes;"KAZIB Anasse";10/02/2022
M.;LONGUEVILLE;Philippe;Maire;Saint-Julien-Maumont;Corrèze;"KAZIB Anasse";10/02/2022
M.;CAHAGNE;Dominique;Maire;Ménesqueville;Eure;"KAZIB Anasse";10/02/2022
M.;MANFRIN;Jean-Marc;Maire;Bax;Haute-Garonne;"KAZIB Anasse";10/02/2022
M.;BOYANCE;Jean-Louis;Maire;Leyritz-Moncassin;Lot-et-Garonne;"KAZIB Anasse";10/02/2022
M.;SANDERS;Cyril;Maire;Tramont-Saint-André;Meurthe-et-Moselle;"KAZIB Anasse";10/02/2022
M.;WEBER;Jacky;Maire;Laneuveville-lès-Lorquin;Moselle;"KAZIB Anasse";10/02/2022
M.;MASSART;Michel;Maire;Blangy-sur-Ternoise;Pas-de-Calais;"KAZIB Anasse";10/02/2022
M.;TRAMONT;Pierre;Maire;Villelongue;Hautes-Pyrénées;"KAZIB Anasse";10/02/2022
M.;FAVEY;Emmanuel;Maire;Saint-Pierre-en-Port;Seine-Maritime;"KAZIB Anasse";10/02/2022
Mme;MICHAUT;Nathalie;Maire;Bosc-Bérenger;Seine-Maritime;"KAZIB Anasse";10/02/2022
Mme;PAUL;Marylène;Maire;Richemont;Seine-Maritime;"KAZIB Anasse";10/02/2022
Mme;FOUASSIER;Nathalie;Maire;Herly;Somme;"KAZIB Anasse";10/02/2022
M.;MORLET;Guy;Maire;Chuffilly-Roche;Ardennes;"KOENIG Gaspard";10/02/2022
M.;BILLARD;John;Maire;"Le Favril";Eure-et-Loir;"KOENIG Gaspard";10/02/2022
M.;DELAUNAY;Alain;Maire;Montilly-sur-Noireau;Orne;"KOENIG Gaspard";10/02/2022
M.;GIRARD;Christophe;"Conseiller de Paris";;Paris;"KOENIG Gaspard";10/02/2022
M.;BORIE;Jean-François;Maire;Beaulieu;Ardèche;"KUZMANOVIC Georges";10/02/2022
M.;TISSIER;Jean-Pierre;"Maire délégué d'une commune associée ou d'une commune déléguée";Montholon;Yonne;"KUZMANOVIC Georges";10/02/2022
M.;AUBERT;Jérôme;Maire;Chaudun;Aisne;"LASSALLE Jean";10/02/2022
M.;FEUILLET;Patrick;Maire;Mont-Saint-Jean;Aisne;"LASSALLE Jean";10/02/2022
M.;MOSTACHETTI;Gilles;Maire;Montjay;Hautes-Alpes;"LASSALLE Jean";10/02/2022
M.;LOUIS;Jean-Hugues;Maire;"La Besace";Ardennes;"LASSALLE Jean";10/02/2022
M.;INCAMPS;Daniel;Maire;Bédeille;Ariège;"LASSALLE Jean";10/02/2022
M.;TIMBART;Patrick;Maire;Castillon-en-Couserans;Ariège;"LASSALLE Jean";10/02/2022
M.;ALBERT;David;Maire;Laprade;Aude;"LASSALLE Jean";10/02/2022
M.;GLEIZES;Jean-Pierre;Maire;Mazerolles-du-Razès;Aude;"LASSALLE Jean";10/02/2022
M.;SLEIZAK;Richard;Maire;Saint-Sernin-sur-Rance;Aveyron;"LASSALLE Jean";10/02/2022
M.;JANTET;"Jean-François André Raphaël";Maire;Pleuville;Charente;"LASSALLE Jean";10/02/2022
M.;CALONNE;Vincent;Maire;Saint-Pantaléon-de-Lapleau;Corrèze;"LASSALLE Jean";10/02/2022
M.;DERACHINOIS;Christian;Maire;Lanteuil;Corrèze;"LASSALLE Jean";10/02/2022
M.;RINGENBACH;Daniel;Maire;Lagarde-Marc-la-Tour;Corrèze;"LASSALLE Jean";10/02/2022
M.;POLI;Xavier;Maire;Rosazia;Corse-du-Sud;"LASSALLE Jean";10/02/2022
M.;GIUDICELLI;Etienne;Maire;San-Damiano;Haute-Corse;"LASSALLE Jean";10/02/2022
M.;GUERRIERI;Jean-Paul;Maire;Palasca;Haute-Corse;"LASSALLE Jean";10/02/2022
M.;LESCHI;Pierre;Maire;Lano;Haute-Corse;"LASSALLE Jean";10/02/2022
M.;MAESTRACCI;"Jean Félix";Maire;Corscia;Haute-Corse;"LASSALLE Jean";10/02/2022
M.;VECCHIONI;Jean-Marie;Maire;Campile;Haute-Corse;"LASSALLE Jean";10/02/2022
M.;LENOIR;Michel;Maire;Saint-Julien;Côte-d'Or;"LASSALLE Jean";10/02/2022
M.;MOREAU;Jean-Emile;"Maire délégué d'une commune associée ou d'une commune déléguée";"Sorges et Ligueux en Périgord";Dordogne;"LASSALLE Jean";10/02/2022
M.;SCIPION;Christian;"Maire délégué d'une commune associée ou d'une commune déléguée";"Brantôme en Périgord";Dordogne;"LASSALLE Jean";10/02/2022
Mme;LECOMTE;Noëlle;Maire;Champlive;Doubs;"LASSALLE Jean";10/02/2022
M.;ROUSSELET;Gilles;Maire;Montharville;Eure-et-Loir;"LASSALLE Jean";10/02/2022
M.;FOURNIER;Fabrice;Maire;Meynes;Gard;"LASSALLE Jean";10/02/2022
M.;BARRERE;Jean-Pierre;Maire;Razecueillé;Haute-Garonne;"LASSALLE Jean";10/02/2022
M.;CASTEX;Jean-Bernard;Maire;Blajan;Haute-Garonne;"LASSALLE Jean";10/02/2022
M.;DUPLAN;Patrick;Maire;Garin;Haute-Garonne;"LASSALLE Jean";10/02/2022
M.;LAFONTAN;Alain;Maire;Juzet-de-Luchon;Haute-Garonne;"LASSALLE Jean";10/02/2022
M.;LEFRANC;Gérard;Maire;Cazaril-Tambourès;Haute-Garonne;"LASSALLE Jean";10/02/2022
M.;SAPORTE;Gérard;Maire;Poubeau;Haute-Garonne;"LASSALLE Jean";10/02/2022
M.;CASTETS;René;"Conseiller départemental";;Gers;"LASSALLE Jean";10/02/2022
M.;FROMENTIER;Jacky;Maire;Guillac;Gironde;"LASSALLE Jean";10/02/2022
M.;SAILLARD;Guy;Maire;Champagnole;Jura;"LASSALLE Jean";10/02/2022
M.;TOURNEUR;Eric;Maire;Colonne;Jura;"LASSALLE Jean";10/02/2022
M.;BOULIN;Christian;Maire;Lacajunte;Landes;"LASSALLE Jean";10/02/2022
